business_categories,city,review_count
"[Pizza, Restaurants]",Las Vegas,31
"[Pizza, Restaurants]",Henderson,31
"[Pizza, Restaurants]",Gilbert,31
"[Photographers, Event Planning & Services]",Tempe,31
"[Pet Services, Pets]",Mesa,31
"[Pet Services, Pet Groomers, Pet Boarding/Pet Sitting, Pets]",Las Vegas,31
"[Pet Services, Dog Walkers, Pet Boarding/Pet Sitting, Pets]",Charlotte,31
"[Pet Groomers, Pet Services, Pets]",Henderson,31
"[Party Supplies, Event Planning & Services]",Las Vegas,31
"[Nightlife, Restaurants]",Phoenix,31
"[Museums, Landmarks & Historical Buildings, Arts & Entertainment, Public Services & Government]",Phoenix,31
"[Modern European, Delis, Restaurants]",Mesa,31
"[Modern European, British, Restaurants]",Edinburgh,31
"[Modern European, Bars, Nightlife, Event Planning & Services, Champagne Bars, Hotels & Travel, Hotels, Restaurants]",Edinburgh,31
"[Mexican, Tex-Mex, Restaurants]",Concord,31
"[Mexican, Restaurants]",Waterloo,31
"[Mexican, Restaurants]",Tempe,31
"[Mexican, Restaurants]",Phoenix,31
"[Mexican, Restaurants]",Mesa,31
"[Mexican, Restaurants]",Gold Canyon,31
"[Mexican, Restaurants]",Glendale,31
"[Mexican, Restaurants]",Gilbert,31
"[Mediterranean, Restaurants]",Matthews,31
"[Mediterranean, Middle Eastern, Restaurants]",Tempe,31
"[Massage, Beauty & Spas]",Las Vegas,31
"[Local Services, Shoe Repair]",Las Vegas,31
"[Local Services, Professional Services, Office Cleaning, Carpet Cleaning]",Las Vegas,31
"[Local Services, Dry Cleaning & Laundry, Sewing & Alterations]",Las Vegas,31
"[Local Services, Community Service/Non-Profit]",Las Vegas,31
"[Libraries, Public Services & Government]",Tempe,31
"[Leather Goods, Women's Clothing, Fashion, Shopping, Accessories]",Las Vegas,31
"[Latin American, Salvadoran, Restaurants]",Kitchener,31
"[Landscaping, Irrigation, Home Services]",Gilbert,31
"[Kitchen & Bath, Shopping, Home Services, Home & Garden]",Phoenix,31
"[Japanese, Restaurants]",Las Vegas,31
"[Japanese, Restaurants]",Charlotte,31
"[Japanese, Restaurants]",Chandler,31
"[Italian, Pizza, Sandwiches, Restaurants]",Scottsdale,31
"[Italian, Pizza, Restaurants]",Las Vegas,31
"[Italian, Pizza, Restaurants]",Charlotte,31
"[Italian, Pizza, Restaurants]",Chandler,31
"[Italian, Pizza, Restaurants]",Apache Junction,31
"[Italian, Pizza, Gluten-Free, Restaurants]",Surprise,31
"[Irish, Bars, Pubs, Nightlife, Sports Bars, Restaurants]",Mesa,31
"[Indian, Restaurants]",Montr�al,31
"[Indian, Restaurants]",Montreal,31
"[Indian, Restaurants]",Concord,31
"[Indian, Restaurants]",Charlotte,31
"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels]",Pittsburgh,31
"[Hotels & Travel, Event Planning & Services, Hotels]",Phoenix,31
"[Hotels & Travel, Event Planning & Services, Hotels]",Las Vegas,31
"[Hotels & Travel, Event Planning & Services, Hotels]",Charlotte,31
"[Hotels & Travel, Car Rental]",Las Vegas,31
"[Home Cleaning, Home Services]",Phoenix,31
"[Handyman, Home Services]",Las Vegas,31
"[Hair Salons, Waxing, Hair Removal, Beauty & Spas]",Anthem,31
"[Hair Salons, Hair Extensions, Men's Hair Salons, Hair Stylists, Beauty & Spas]",Charlotte,31
"[Hair Salons, Hair Extensions, Hair Stylists, Makeup Artists, Beauty & Spas]",Henderson,31
"[Hair Salons, Day Spas, Nail Salons, Beauty & Spas]",Scottsdale,31
"[Hair Salons, Beauty & Spas]",Pittsburgh,31
"[Hair Salons, Beauty & Spas]",Phoenix,31
"[Greek, Restaurants]",Phoenix,31
"[Greek, Mediterranean, Restaurants]",Pittsburgh,31
"[German, American (Traditional), Restaurants]",Las Vegas,31
"[Gastropubs, Wine Bars, Bars, Nightlife, Restaurants]",Edinburgh,31
"[French, Restaurants]",Las Vegas,31
"[Food, Vietnamese, Asian Fusion, Food Trucks, Restaurants]",Las Vegas,31
"[Food, Tea Rooms, Coffee & Tea]",Pittsburgh,31
"[Food, Specialty Food, Shaved Ice, Candy Stores, Chocolatiers & Shops]",Las Vegas,31
"[Food, Specialty Food, Chocolatiers & Shops]",Las Vegas,31
"[Food, Sandwiches, Coffee & Tea, Breakfast & Brunch, Restaurants]",Edinburgh,31
"[Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants]",Mesa,31
"[Food, Juice Bars & Smoothies]",Scottsdale,31
"[Food, Juice Bars & Smoothies]",Las Vegas,31
"[Food, Ice Cream & Frozen Yogurt, Shaved Ice, Desserts]",Tempe,31
"[Food, Ice Cream & Frozen Yogurt, Bubble Tea]",Las Vegas,31
"[Food, Health Markets, Grocery, Specialty Food]",Charlotte,31
"[Food, Health Markets, Grocery, Coffee & Tea, Specialty Food]",Urbana,31
"[Food, Grocery, Farmers Market]",Henderson (Green  Valley),31
"[Food, Gelato, Ice Cream & Frozen Yogurt]",Phoenix,31
"[Food, Farmers Market]",Phoenix,31
"[Food, Ethnic Food, Specialty Food, Japanese, Restaurants]",Phoenix,31
"[Food, Ethnic Food, Delis, Specialty Food, Restaurants]",Pittsburgh,31
"[Food, Donuts, Coffee & Tea]",Montr�al,31
"[Food, Discount Store, Grocery, Shopping, Drugstores]",Las Vegas,31
"[Food, Desserts, Shaved Ice]",Las Vegas,31
"[Food, Desserts, Middle Eastern, Bakeries, Restaurants]",Montr�al,31
"[Food, Desserts, Juice Bars & Smoothies, Gluten-Free, Restaurants]",Las Vegas,31
"[Food, Desserts, Bakeries]",Las Vegas,31
"[Food, Coffee & Tea]",Phoenix,31
"[Food, Coffee & Tea]",North Las Vegas,31
"[Food, Coffee & Tea]",Montr�al,31
"[Food, Coffee & Tea]",Mesa,31
"[Food, Coffee & Tea]",Madison,31
"[Food, Coffee & Tea]",Las Vegas,31
"[Food, Coffee & Tea]",Henderson,31
"[Food, Coffee & Tea, Juice Bars & Smoothies]",Pittsburgh,31
"[Food, Coffee & Tea, Fast Food, Restaurants]",Madison,31
"[Food, Butcher]",Madison,31
"[Food, Beer, Wine & Spirits]",Phoenix,31
"[Food, Beer, Wine & Spirits, Coffee & Tea, Bars, Nightlife]",Waterloo,31
"[Food, Barbeque, Food Trucks, Restaurants]",Phoenix,31
"[Food, Bakeries, Grocery, Convenience Stores]",Las Vegas,31
"[Food, Bakeries, Grocery, Convenience Stores]",Henderson,31
"[Food, Bakeries, Coffee & Tea, Internet Cafes]",Madison,31
"[Food, Bagels, Delis, Restaurants]",Chandler,31
"[Food, Arts & Entertainment, Wineries]",Phoenix,31
"[Fast Food, Restaurants]",Tempe,31
"[Fast Food, Restaurants]",Surprise,31
"[Fast Food, Restaurants]",Las Vegas,31
"[Fast Food, Mexican, Restaurants]",Pittsburgh,31
"[Fast Food, Mexican, Restaurants]",Phoenix,31
"[Fast Food, Mexican, Restaurants]",Las Vegas,31
"[Fast Food, Mexican, Restaurants]",Charlotte,31
"[Fast Food, Indian, Buffets, Restaurants]",Edinburgh,31
"[Fast Food, Asian Fusion, Szechuan, Chinese, Restaurants]",Phoenix,31
"[Event Planning & Services, Caterers]",Mc Kees Rocks,31
"[Doctors, Health & Medical, Obstetricians & Gynecologists]",Henderson,31
"[Doctors, Health & Medical, Family Practice]",Las Vegas,31
"[Dive Bars, Jazz & Blues, Arts & Entertainment, Nightlife, Bars]",Madison,31
"[Dive Bars, Bars, Restaurants, Nightlife, Italian]",Champaign,31
"[Discount Store, Shopping]",Mesa,31
"[Diners, Restaurants]",Mesa,31
"[Diners, Restaurants]",Las Vegas,31
"[Diners, Restaurants]",Charlotte,31
"[Department Stores, Fashion, Shopping]",Mesa,31
"[Department Stores, Fashion, Shopping]",Las Vegas,31
"[Department Stores, Fashion, Shopping, Wholesale Stores]",Las Vegas,31
"[Department Stores, Fashion, Shopping, Discount Store]",Las Vegas,31
"[Delis, Restaurants]",Las Vegas,31
"[Delis, Fast Food, Sandwiches, Restaurants]",Tempe,31
"[Chinese, Restaurants]",Scottsdale,31
"[Chinese, Restaurants]",Phoenix,31
"[Chinese, Restaurants]",North Las Vegas,31
"[Chinese, Restaurants]",Litchfield Park,31
"[Chinese, Restaurants]",Las Vegas,31
"[Chinese, Restaurants]",Henderson,31
"[Chinese, Restaurants]",Charlotte,31
"[Chinese, Restaurants]",Casa Grande,31
"[Chicken Wings, Restaurants]",Las Vegas,31
"[Caterers, American (Traditional), Event Planning & Services, Restaurants]",Mint Hill,31
"[Car Wash, Automotive, Auto Detailing]",Surprise,31
"[Car Wash, Automotive, Auto Detailing, Oil Change Stations]",Gilbert,31
"[Car Stereo Installation, Automotive, Home Services, Home Theatre Installation]",Las Vegas,31
"[Cantonese, Asian Fusion, Chinese, Restaurants]",Surprise,31
"[Canadian (New), French, Restaurants]",Montr�al,31
"[Cafes, Restaurants]",Pittsburgh,31
"[Cafes, Restaurants]",Las Vegas,31
"[Burgers, Restaurants]",Montr�al,31
"[Burgers, Restaurants]",Laval,31
"[Burgers, Restaurants]",Las Vegas,31
"[Burgers, Restaurants]",Charlotte,31
"[Burgers, Fast Food, American (Traditional), Restaurants]",Charlotte,31
"[Buffets, Restaurants]",Phoenix,31
"[Buffets, Restaurants]",Glendale,31
"[Buffets, Chinese, Restaurants]",Phoenix,31
"[Buffets, Chinese, Restaurants]",Glendale,31
"[Bridal, Shopping]",Las Vegas,31
"[Breakfast & Brunch, Restaurants]",Sharpsburg,31
"[Breakfast & Brunch, Restaurants]",Phoenix,31
"[Breakfast & Brunch, Restaurants]",Montr�al,31
"[Breakfast & Brunch, Fast Food, Salad, Restaurants]",Phoenix,31
"[Breakfast & Brunch, American (Traditional), Sandwiches, Restaurants]",Charlotte,31
"[Breakfast & Brunch, American (Traditional), Restaurants]",Phoenix,31
"[Brasseries, Bars, Nightlife, Wine Bars, Restaurants]",Montr�al,31
"[Books, Mags, Music & Video, Shopping, Bookstores]",Scottsdale,31
"[Beauty & Spas, Nail Salons]",Scottsdale,31
"[Beauty & Spas, Nail Salons]",Pittsburgh,31
"[Beauty & Spas, Nail Salons]",Phoenix,31
"[Beauty & Spas, Nail Salons]",Mesa,31
"[Beauty & Spas, Nail Salons]",Las Vegas,31
"[Beauty & Spas, Hair Removal, Nail Salons]",Phoenix,31
"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",Las Vegas,31
"[Bars, Pizza, Nightlife, Restaurants]",Mesa,31
"[Bars, Nightlife]",Montr�al,31
"[Bars, Nightlife]",Henderson,31
"[Bars, Nightlife, Lounges]",Phoenix,31
"[Bars, Nightlife, Lounges]",Madison,31
"[Bars, Gay Bars, Nightlife]",Phoenix,31
"[Bars, American (Traditional), Nightlife, Restaurants]",Las Vegas,31
"[Bars, American (Traditional), German, Cocktail Bars, Nightlife, Restaurants]",Karlsruhe,31
"[Bars, American (Traditional), Burgers, Cocktail Bars, Nightlife, Restaurants]",Montr�al,31
"[Bars, American (New), Nightlife, Restaurants]",Charlotte,31
"[Barbers, Beauty & Spas]",Pittsburgh,31
"[Barbers, Beauty & Spas]",Las Vegas,31
"[Barbeque, Restaurants]",Las Vegas,31
"[Bakeries, Shopping, Food, Gift Shops, Food Trucks, Flowers & Gifts]",Las Vegas,31
"[Bakeries, Food]",Surprise,31
"[Bakeries, Food]",Montr�al,31
"[Bakeries, Food, Sandwiches, Restaurants]",Scottsdale,31
"[Bakeries, Food, Desserts]",Las Vegas,31
"[Auto Repair, Automotive, Tires]",Scottsdale,31
"[Auto Repair, Automotive, Oil Change Stations]",Las Vegas,31
"[Auto Repair, Automotive, Body Shops, Car Dealers]",Mesa,31
"[Auto Repair, Automotive, Auto Parts & Supplies, Car Dealers]",Tempe,31
"[Asian Fusion, Japanese, Hawaiian, Restaurants]",Las Vegas,31
"[Arts & Entertainment, Performing Arts]",Phoenix,31
"[Arts & Entertainment, Performing Arts]",Las Vegas,31
"[Arts & Entertainment, Cinema]",Henderson,31
"[Arts & Entertainment, Botanical Gardens]",Karlsruhe,31
"[Arts & Entertainment, American (Traditional), Music Venues, Bars, Nightlife, Restaurants]",Pittsburgh,31
"[Arts & Crafts, Shopping, Fabric Stores]",Tempe,31
"[American (Traditional), Restaurants]",Surprise,31
"[American (Traditional), Restaurants]",Pittsburgh,31
"[American (Traditional), Restaurants]",Karlsruhe,31
"[American (Traditional), Restaurants]",Chandler,31
"[American (Traditional), Diners, Restaurants]",Mesa,31
"[American (New), Sandwiches, Restaurants]",Charlotte,31
"[American (New), Restaurants]",Glendale,31
"[Adult Entertainment, Nightlife]",Scottsdale,31
"[Adult Entertainment, Nightlife]",Las Vegas,31
"[Active Life, Zoos]",Las Vegas,31
"[Active Life, Yoga, Fitness & Instruction]",Las Vegas,31
"[Active Life, Yoga, Fitness & Instruction]",Chandler,31
"[Active Life, Trainers, Fitness & Instruction]",Phoenix,31
"[Active Life, Parks]",Phoenix,31
"[Active Life, Hotels & Travel, Tours, Bike Rentals]",Scottsdale,31
"[Active Life, Hotels & Travel, Event Planning & Services, Paddleboarding, Hotels]",Henderson,31
"[Active Life, Gyms, Fitness & Instruction]",Phoenix,31
"[Active Life, Gun/Rifle Ranges]",Phoenix,31
"[Active Life, Fitness & Instruction, Yoga, Massage, Beauty & Spas]",Phoenix,31
"[Active Life, Dog Parks, Playgrounds, Parks]",Las Vegas,31
"[Active Life, Dog Parks, Parks]",Phoenix,31
"[Active Life, Boxing, Gyms, Trainers, Fitness & Instruction]",Scottsdale,31
"[Sandwiches, Restaurants]",Henderson,30
"[Women's Clothing, Used, Vintage & Consignment, Fashion, Shopping]",Tempe,30
"[Wine Bars, Bars, Nightlife]",Phoenix,30
"[Wedding Planning, Event Planning & Services, Venues & Event Spaces]",Las Vegas,30
"[Web Design, Marketing, Graphic Design, Professional Services]",Tempe,30
"[Waxing, Beauty & Spas, Hair Removal, Nail Salons]",Scottsdale,30
"[Vietnamese, Thai, Asian Fusion, Restaurants]",Peoria,30
"[Vietnamese, Restaurants]",Edinburgh,30
"[Veterinarians, Pets]",Las Vegas,30
"[Vegetarian, Vegan, Chinese, Restaurants]",Las Vegas,30
"[Vegetarian, Delis, Sandwiches, Restaurants]",Phoenix,30
"[Used, Vintage & Consignment, Fashion, Shopping, Antiques]",Las Vegas,30
"[Turkish, Mediterranean, Restaurants]",Pittsburgh,30
"[Tires, Automotive]",Henderson,30
"[Tires, Automotive, Wheel & Rim Repair, Auto Parts & Supplies]",Phoenix,30
"[Tires, Automotive, Wheel & Rim Repair, Auto Parts & Supplies]",Henderson,30
"[Tires, Automotive, Auto Parts & Supplies, Auto Repair]",Phoenix,30
"[Thai, Restaurants]",Scottsdale,30
"[Thai, Restaurants]",Pittsburgh,30
"[Thai, Restaurants]",Mesa,30
"[Thai, Restaurants]",Las Vegas,30
"[Thai, Chinese, Restaurants]",Las Vegas,30
"[Tattoo, Piercing, Beauty & Spas]",Mesa,30
"[Tattoo, Beauty & Spas]",Las Vegas,30
"[Sushi Bars, Taiwanese, Chinese, Restaurants]",Pittsburgh,30
"[Sushi Bars, Restaurants]",Las Vegas,30
"[Steakhouses, Restaurants]",Madison,30
"[Steakhouses, Bars, American (Traditional), Nightlife, Restaurants]",Las Vegas,30
"[Steakhouses, Bars, American (Traditional), Nightlife, Restaurants]",Goodyear,30
"[Steakhouses, American (Traditional), Restaurants]",Waterloo,30
"[Sporting Goods, Bikes, Shopping]",Tempe,30
"[Sporting Goods, Bikes, Shopping]",Scottsdale,30
"[Skin Care, Nail Salons, Beauty & Spas]",Henderson,30
[Shopping],Las Vegas,30
"[Shopping, Wholesale Stores]",Mesa,30
"[Shopping, Outlet Stores]",Las Vegas,30
"[Shopping, Optometrists, Sporting Goods, Health & Medical, Medical Supplies, Outdoor Gear]",Henderson,30
"[Shopping, Jewelry, Beauty & Spas, Home & Garden, Cosmetics & Beauty Supply, Furniture Stores]",Las Vegas,30
"[Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Paradise,30
"[Seafood, Restaurants, Italian]",Matthews,30
"[Seafood, Comfort Food, Southern, Restaurants]",Las Vegas,30
"[Seafood, Chinese, Restaurants]",Matthews,30
"[Seafood, American (Traditional), Restaurants]",Scottsdale,30
"[Sandwiches, Restaurants]",Tempe,30
"[Sandwiches, Restaurants]",Surprise,30
"[Sandwiches, Restaurants]",Las Vegas,30
"[Sandwiches, Chicken Wings, Restaurants]",Charlotte,30
[Restaurants],De Forest,30
"[Restaurants, Pizza, Italian]",Charlotte,30
"[Restaurants, Italian]",Montr�al,30
"[Restaurants, Italian]",Laveen,30
"[Restaurants, Italian]",Las Vegas,30
"[Restaurants, Italian]",Karlsruhe,30
"[Restaurants, Italian]",Fort Mill,30
"[Restaurants, Italian]",Champaign,30
"[Pubs, Bars, Nightlife]",Edinburgh,30
"[Pubs, Bars, Nightlife, Canadian (New), Restaurants]",Montr�al,30
"[Property Management, Home Services, Real Estate]",Las Vegas,30
"[Professional Services, Television Service Providers, Home Services, Internet Service Providers]",Tempe,30
"[Professional Services, Television Service Providers, Home Services, Internet Service Providers]",Phoenix,30
"[Plumbing, Electricians, Home Services, Heating & Air Conditioning/HVAC]",Peoria,30
"[Pizza, Restaurants]",Phoenix,30
"[Pizza, Restaurants]",Madison,30
"[Pizza, Restaurants]",Las Vegas,30
"[Pizza, Restaurants]",Chandler,30
"[Pizza, Buffets, Restaurants]",Mesa,30
"[Pizza, Buffets, Restaurants]",Las Vegas,30
"[Pizza, American (New), Restaurants]",Tempe,30
"[Pet Services, Pets]",Phoenix,30
"[Pet Services, Pet Groomers, Pet Training, Pets, Pet Stores]",Tempe,30
"[Pet Groomers, Pet Services, Pets, Pet Stores]",Henderson,30
"[Peruvian, Restaurants]",Las Vegas,30
"[Pakistani, Indian, Restaurants]",Chandler,30
[Nightlife],Paradise,30
"[Musical Instruments & Teachers, Shopping]",Las Vegas,30
"[Music Venues, Arts & Entertainment, Performing Arts, Nightlife, Dance Clubs]",Charlotte,30
"[Music Venues, Arts & Entertainment, Nightlife, Dance Clubs]",Edinburgh,30
"[Music & DVDs, Books, Mags, Music & Video, Shopping]",Tempe,30
"[Museums, Landmarks & Historical Buildings, Arts & Entertainment, Public Services & Government]",Pittsburgh,30
"[Museums, Arts & Entertainment]",Las Vegas,30
"[Movers, Home Services]",Scottsdale,30
"[Middle Eastern, Restaurants]",Montreal,30
"[Middle Eastern, Restaurants]",Las Vegas,30
"[Mexican, Restaurants]",Tempe,30
"[Mexican, Restaurants]",Pittsburgh,30
"[Mexican, Restaurants]",Phoenix,30
"[Mexican, Restaurants]",North Las Vegas,30
"[Mexican, Restaurants]",Montreal,30
"[Mexican, Restaurants]",Mesa,30
"[Mexican, Restaurants]",Las Vegas,30
"[Mexican, Restaurants]",Chandler,30
"[Mediterranean, Vegetarian, Middle Eastern, Restaurants]",Pittsburgh,30
"[Medical Spas, Health & Medical, Massage, Beauty & Spas]",Las Vegas,30
"[Medical Centers, Health & Medical]",Scottsdale,30
"[Massage, Beauty & Spas]",Las Vegas,30
"[Lounges, Arts & Entertainment, Bars, Nightlife, Music Venues]",Mesa,30
"[Local Services, Computers, Shopping, Mobile Phones, IT Services & Computer Repair]",Pittsburgh,30
"[Libraries, Public Services & Government]",Champaign,30
"[Korean, Restaurants]",Champaign,30
"[Korean, Chinese, Restaurants]",Charlotte,30
"[Jewelry, Shopping, Piercing, Beauty & Spas]",Charlotte,30
"[Japanese, Restaurants]",Phoenix,30
"[Japanese, Restaurants]",Montr�al,30
"[Japanese, Restaurants]",Las Vegas,30
"[Japanese, Chinese, Restaurants]",Mesa,30
"[Italian, Pizza, Sandwiches, Restaurants]",Pittsburgh,30
"[Italian, Pizza, Restaurants]",Peoria,30
"[Italian, Pizza, Restaurants]",Mesa,30
"[Italian, Pizza, Restaurants]",Las Vegas,30
"[Italian, American (Traditional), Restaurants]",Charlotte,30
"[Indian, Restaurants]",Mesa,30
"[Indian, Restaurants]",Madison,30
"[Hotels & Travel, Tours]",Las Vegas,30
"[Hotels & Travel, RV Parks]",Las Vegas,30
"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels]",Montreal,30
"[Hotels & Travel, Boat Charters, Tours, Event Planning & Services, Party & Event Planning]",Mesa,30
"[Hotels & Travel, Airport Shuttles, Limos, Transportation]",Las Vegas,30
"[Hot Dogs, Restaurants]",Phoenix,30
"[Health & Medical, Hospitals]",Phoenix,30
"[Health & Medical, Dentists, General Dentistry]",Phoenix,30
"[Hardware Stores, Shopping, Home & Garden]",Chandler,30
"[Hair Salons, Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Goodyear,30
"[Hair Salons, Makeup Artists, Beauty & Spas]",Las Vegas,30
"[Hair Salons, Hair Extensions, Men's Hair Salons, Hair Stylists, Beauty & Spas]",Las Vegas,30
"[Hair Salons, Day Spas, Beauty & Spas]",Scottsdale,30
"[Hair Salons, Day Spas, Beauty & Spas]",Phoenix,30
"[Hair Salons, Beauty & Spas]",Scottsdale,30
"[Hair Salons, Beauty & Spas]",Las Vegas,30
"[Hair Salons, Beauty & Spas]",Charlotte,30
"[Greek, Middle Eastern, Restaurants]",Montreal,30
"[Greek, Mediterranean, Restaurants]",Phoenix,30
"[Greek, Mediterranean, Restaurants]",Montreal,30
"[Greek, Mediterranean, Restaurants]",Anthem,30
"[Greek, Mediterranean, Middle Eastern, Restaurants]",Pittsburgh,30
"[Greek, Mediterranean, Local Flavor, Restaurants]",Charlotte,30
"[Golf, Resorts, Event Planning & Services, Active Life, Hotels & Travel, Hotels, Restaurants]",Mesa,30
"[Gastropubs, Restaurants]",Edinburgh,30
"[Gastropubs, French, Restaurants]",Montr�al,30
"[French, Restaurants]",Montr�al,30
"[French, Restaurants]",Montreal,30
"[Food, Specialty Food, Grocery, Fruits & Veggies, Food Delivery Services]",Phoenix,30
"[Food, Specialty Food, Desserts]",Las Vegas,30
"[Food, Specialty Food, Beer, Wine & Spirits, Chocolatiers & Shops]",Charlotte,30
"[Food, Specialty Food, Bakeries, Chocolatiers & Shops]",Las Vegas,30
"[Food, Restaurants]",Pittsburgh,30
"[Food, Juice Bars & Smoothies]",Las Vegas,30
"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,30
"[Food, Ice Cream & Frozen Yogurt]",Phoenix,30
